Green_genes11	Green_genes_13_5
225363	225363
225464	4381146
225468	2479454
225571	4413870
225576	138436
225579	225579
225636	225636
225711	225711
225714	225714
225715	141608
225970	225970
226155	226155
226163	221501
226299	226299
226313	226313
226457	226457
226506	226506
226508	226508
226618	226618
226833	822891
2269	561710
226980	1142554
227117	227117
227521	1031581
227524	2651948
227695	567945
227728	4426641
227950	827195
227953	276172
228395	233651
228502	4460560
228552	228552
228555	228555
228557	228557
228764	123788
228931	919715
228981	228981
229097	229097
229239	270811
229328	569946
229359	229359
229376	1038525
229483	229483
229576	229576
22981	4380570
22985	706283
230010	239190
230011	121882
230132	230132
230389	230389
230437	362450
230573	747987
230607	230607
230798	246238
230801	230801
231011	776643
231151	171322
231154	231154
2313	2313
2314	545908
231733	231733
231765	231765
232142	171532
232197	819561
2322	2322
232257	232257
232306	232306
232511	232511
232634	232634
232773	261188
232777	232777
232778	4455677
233001	233001
233003	1577238
233007	538006
233009	233009
233328	141050
233375	144165
233648	233648
233691	233691
233692	7671
233794	233794
233820	352252
233953	233953
234071	234071
234072	228238
234079	231330
234273	228391
234346	826382
234533	3013444
234675	812914
234763	320613
234912	234912
235071	194478
235307	235307
235482	3116465
235483	607212
235567	254286
235675	235675
235691	235691
235692	235692
235695	235695
235699	235699
235730	4376443
235762	235762
235765	265278
235766	1134462
235822	7735
235828	235828
235852	3563643
235856	4310487
235858	2136916
235952	325530
235954	342971
235963	235963
235968	1018671
235969	235969
236002	244551
236039	140901
236118	236118
236235	920243
236283	236283
236284	542933
236285	538000
236325	236325
236326	4337455
236377	236377
236379	4320392
236596	236596
236597	236597
236604	267884
236606	826668
236608	236608
236653	260653
236657	236657
236904	39832
237055	251153
237058	237058
237187	4385307
237188	4466586
237214	237214
237232	237232
237249	237249
237315	237315
237458	237458
237482	237482
237550	237550
237556	1992597
237724	389053
237728	237728
237774	237774
237779	254208
23782	23782
237935	2922355
237937	569951
237962	4405718
237963	4345857
237967	237967
238020	238020
238021	2517292
238196	4295409
238220	238220
238291	238291
238295	238295
238328	238328
238400	238400
238434	238434
238503	238503
238593	4473655
238617	114700
238619	238619
238646	238646
238793	2569435
238794	238794
238799	4348509
238821	238821
238901	890163
238907	238907
238908	236521
238932	238932
238980	4399524
239119	239119
239195	239195
239226	141861
239229	244727
239257	239257
239300	239300
239340	153559
239523	819699
239526	239526
239571	239571
239634	239634
239727	239727
239831	694242
239833	239833
239864	4461719
239866	344495
239868	239868
239952	239952
240090	240090
240095	4193309
240110	4481595
240123	240123
24022	24022
240252	240252
240257	367391
240411	661965
240419	240419
240521	330210
240529	813720
240654	240654
240658	240658
240724	4452846
24077	1121107
240770	264187
240838	240838
240862	240862
240865	1523543
240890	240890
240923	240923
240981	247443
240985	1104568
240989	240989
240992	240992
241123	241123
241126	241126
241403	2809525
241415	241415
241435	241435
241611	241611
241778	821975
241828	4397903
241879	4343659
241933	4170397
241985	539359
241987	241989
242036	1143153
242174	776019
242251	242251
242252	242252
242301	353729
242304	141861
242305	562939
242308	3407052
242309	4363417
242380	242380
242432	4322920
242637	810076
242651	751011
242666	678713
242728	242728
242813	4438284
242857	274228
242880	791149
243003	240430
243385	243385
24341	2930
243412	552555
243494	243494
243539	52040
243591	243591
243709	243709
243756	243546
243911	243911
243926	4366798
243927	3312248
244154	244154
244156	244156
244158	137915
244198	4419379
244216	430388
244390	244390
244451	1118758
244501	244501
244571	244571
244582	244582
244634	244634
244639	244639
244721	244721
244874	2843
245356	4377486
245457	245457
245569	254297
245652	245652
245707	257909
245829	4062895
245980	245980
245986	1137590
246019	242177
246169	246169
246195	68345
246196	246196
246206	539230
246440	246440
246608	246608
246667	1037355
246677	251851
246683	253212
246686	4340927
246762	2125432
246764	4352181
246769	612438
246930	246930
246937	246937
246986	246986
247003	728640
247009	247009
247298	247298
247556	235065
247581	790999
247615	224745
247661	247661
247718	270826
247740	247740
247834	648854
247879	247879
247980	247980
247981	247981
247987	2186245
248012	4450423
248041	4444335
248044	1145795
248049	248049
248092	222376
248158	805514
248159	832846
248224	238101
248403	173955
248485	248485
248535	1143604
248544	4316205
248732	106856
24899	24899
24924	24924
249359	249359
249383	249383
249385	249385
249430	249430
249431	255448
249432	922183
249433	249433
249482	2571250
249526	242266
249529	2609596
249601	3636820
249656	4334814
249658	249658
249721	249721
249724	316946
249736	214749
249948	836464
249949	249949
250010	1716466
250075	1137016
250277	4382194
250278	250278
250471	74559
250477	1106370
250479	167821
250533	250533
250535	610339
250537	250537
250781	256163
2508	2508
250815	245163
250890	723932
250893	1118047
250911	4483491
250915	822991
251148	295036
251172	251172
251178	237721
251373	251373
251374	251374
251385	4064550
251664	251664
251817	4449288
252063	252063
252116	252116
252119	252119
252161	252161
252166	252166
252167	252167
252301	247443
252308	875420
252462	4435891
252466	252466
252578	2183856
252668	845085
252783	4481040
252834	4376072
253031	250910
253039	253039
253042	253042
253124	4358096
253359	254296
253441	520638
253443	253443
253499	255363
253621	253621
253990	240892
253993	253993
254088	254088
254133	254133
254135	254135
254219	1505105
254402	254402
254474	243410
254541	254541
254628	254628
254631	254631
254805	254805
2550	556906
255111	255111
255112	255112
255117	255117
255118	305960
255169	255169
255361	255361
255362	833390
255508	255508
255557	4308422
255604	4294811
255704	255704
256033	7467
256038	314210
256176	256176
256533	4483006
256904	256904
256950	139094
256955	256955
257199	4456553
257221	257221
257237	199817
257264	113976
257413	830606
257493	312275
257843	257843
257849	257849
257971	291770
258202	258202
258340	270993
258375	258375
258376	258508
2585	144230
25858	25858
258652	258652
258654	258654
258655	258655
258656	258656
2589	2589
258906	173192
258914	258914
258917	838814
258995	258995
258996	258996
259026	259026
259028	259028
259078	259078
259130	2576209
259132	259132
259136	259136
259218	259218
259247	259247
259697	259697
259868	4446120
259929	259929
259971	259971
260022	264273
260028	3873009
260066	80944
260072	260072
260316	260316
260346	260346
26036	26036
260552	260552
260559	260559
260626	4363331
260716	260716
260728	260728
260972	1123043
261034	4396717
261039	271769
261044	201309
261375	261375
261492	261492
261606	261606
261609	261609
261912	3220518
261919	261919
261999	261999
262084	95437
262088	262773
262247	262247
262304	4336055
262308	262308
262452	262452
262453	262453
262457	262457
262533	262533
262569	6374
262714	4437581
262716	262716
262719	4412803
262760	550276
262768	262768
262792	662915
262794	207126
262840	262840
26308	4365879
2631	2631
263146	263146
2632	2632
263307	263307
263432	572208
2635	2635
2636	1536591
263842	159126
263891	263891
263897	1111110
264448	904038
264510	105964
264757	358115
264941	264941
265055	265055
265057	103285
265156	197025
265561	265561
265614	265614
265874	265874
2660	732106
266061	266061
26613	792731
266165	266165
266208	271114
266509	1145519
266612	266612
266661	266661
266664	266664
266690	266690
266698	4399488
266959	266959
267134	847142
267169	267169
267192	1105928
267276	267276
267445	267445
267554	4305797
267557	267557
267735	263612
267968	267968
267969	4424905
268088	758910
268308	268308
268370	171067
268384	268384
268556	268556
268577	3392847
268592	268592
268666	268666
268705	268705
269075	269075
269382	259495
269473	1130804
269476	269476
269531	269531
269532	269532
269562	4334639
269564	269564
269567	269567
269626	270612
269700	4092733
269778	269778
269789	146148
269842	137961
269847	1112881
269994	323403
269998	105173
270051	270051
270059	270059
270393	270393
270406	4334150
270409	270409
270505	35260
270553	270553
27071	985239
270733	270733
270739	276218
27088	27088
270940	270940
270948	270948
271012	271012
271040	271040
271090	4449458
271091	137516
271097	274400
271203	271203
271256	576778
271258	1144497
271352	271352
271356	271356
271750	271750
271789	3572025
271833	271833
271836	171872
272071	168984
272076	272076
272078	1146291
272111	272111
272224	143557
272259	272259
27227	27227
272328	272328
272484	272484
272707	3070686
272708	272708
272782	272782
272800	272800
272809	195694
272879	273778
272955	272955
273126	1132923
273179	273179
273242	273242
273309	4041974
273341	4355538
273376	273376
273516	273516
273634	263412
273635	273635
273639	556130
273866	273866
273867	273867
273898	826658
274035	274035
274150	274150
274232	3341593
274239	274239
274442	274442
274560	317438
274787	274787
274839	274839
274924	3857467
274928	347335
274973	547119
275085	275085
275404	4354769
275504	275504
275543	275543
275621	275621
275685	275685
275824	275824
275869	275869
275913	275913
275997	275997
276114	335301
276141	276141
276230	4401807
276370	276370
276375	276375
276522	276522
276575	276575
276742	3121406
276838	820559
276959	276959
276996	276996
277035	277035
277104	277104
277216	4476709
277241	1122147
277551	4318483
277624	4378740
277626	277626
277693	277693
277698	277698
2777	2777
277723	277723
277790	277790
277792	277792
277793	277793
277931	607006
277985	4403542
278000	407556
278006	278006
27815	27815
278155	4443276
278243	278243
278244	278244
278371	278371
278390	278390
278392	278392
278394	278394
278398	278398
278420	606471
278423	261076
278424	783593
278585	278585
278692	2140546
278695	4480959
278696	734275
278697	278697
278951	4367455
278955	278955
27896	929230
278985	278985
279297	279297
279298	279298
279341	279341
27938	27938
279390	279390
279571	679240
279572	279572
279579	279579
279660	250238
279663	279663
279844	279844
279920	847582
280566	280566
28064	24040
281137	104747
281277	1730876
281287	540856
281467	114563
28186	593781
281862	281862
282451	282451
282458	282458
282802	4024062
283193	284090
283320	283320
283372	5364
283608	317024
283816	1110076
283919	4340475
284011	284011
284191	102371
284321	284321
285313	4403300
285455	2904801
286244	286244
286918	286918
287211	287211
287351	4333731
287529	564941
287655	288583
287682	351198
287686	298669
28793	28793
288046	298405
288106	288106
288349	288349
288371	340194
288379	288379
288525	175708
288601	289110
288604	114929
288652	288652
288756	818516
288931	288931
288932	849535
288935	302144
288985	4365225
289060	345658
289103	4384058
289181	174170
289213	289213
289309	289309
289402	289402
289570	327764
289585	289585
289593	347205
289622	289622
289855	4307661
289882	289882
289889	289889
289958	289958
290016	314825
290158	290158
290240	290240
290531	291248
290620	339730
290704	105804
29077	812978
290787	302239
29079	529180
290842	290842
291045	291045
291199	4456605
291253	300815
291475	291475
291566	4388430
291764	4448492
291843	288052
291844	291844
291950	291950
292120	294315
292202	287419
292215	292215
292285	292285
292358	1125401
292360	292360
292508	292508
292522	530865
292585	292585
292587	342806
292730	292730
292736	292905
292764	764485
29284	18874
29289	559652
292892	292892
293189	293189
293270	809841
293360	361398
293365	555917
293405	293405
293477	293477
29369	108729
293748	3751503
293920	293920
294022	294022
294026	294026
294313	294313
294370	294370
294530	294530
294536	294536
294610	297936
294748	294748
294804	317802
295033	295033
295250	295250
295257	518389
2955	3025
295548	295548
295754	295754
295817	290654
296062	296062
296097	759716
296234	323455
296248	296248
296260	296260
296261	296261
296301	296235
296353	296353
296570	555892
296702	106997
296708	296708
296709	296709
296873	299882
296920	296920
296977	307761
297045	297045
29733	4482365
297491	297491
297498	4313073
297522	348574
297593	342601
297722	4307661
297727	297727
297895	287388
298018	345236
29823	29823
298250	131516
298252	298252
298616	298616
298632	298632
298787	4464413
298821	4327763
298875	249363
299008	299008
299050	299050
299081	299081
299152	272947
299230	299230
299231	299231
299233	523244
29937	29937
299598	827459
299667	4358566
299668	291715
299745	338192
299835	299835
299860	299860
299864	327655
299976	300253
300074	300074
300078	300078
300208	300208
30024	13661
300412	296235
300417	300417
300568	301012
300596	300596
300748	195402
300795	815913
300877	300877
300879	300879
301004	646800
301156	301156
30131	30131
301410	301410
301415	290532
301418	316521
301582	326916
301613	352617
301621	301621
301629	327895
301674	292905
301803	327209
301879	301879
301883	301883
301979	301979
302050	1134737
302056	562681
302061	1110378
302115	302115
302158	302158
302215	320430
302287	302287
302321	302321
302501	302501
302835	302835
302844	290241
302902	302902
303004	303004
303082	290637
303242	612308
303244	303244
303247	303247
303248	303248
303364	457044
303440	255170
303815	1112912
303877	840027
303934	2867020
304030	1134664
304039	304039
304065	337572
304238	291637
304381	3206495
304412	573296
304850	304850
304859	4360171
304883	304883
305026	305026
305545	305545
305547	1108959
305622	330891
305625	333616
305627	786099
305828	330464
306107	1040889
306303	306303
306305	306305
306330	306330
306334	338456
306339	306339
306494	306494
306541	306541
306545	306545
306546	306546
306711	306711
306718	312108
30678	18486
306892	4442841
306910	306910
307031	4341330
307033	4387867
307291	307291
307298	4383820
307299	307299
307315	307315
307453	307453
307574	274272
307643	307643
307646	307646
307648	307648
307774	237794
307857	531374
308006	228275
308245	4467439
308423	137834
308426	308426
308434	323303
308523	308523
308698	1140581
308796	681482
308997	3932820
309146	309146
30925	742009
309252	2406847
309470	309470
309788	309788
310012	329058
310134	126392
310407	310407
310416	324315
310490	310490
310492	310492
310494	3882802
310510	310510
310512	4297287
310518	310518
310519	796555
310755	699161
310756	4407767
310757	310757
310761	512959
310762	310762
310862	310862
310869	310869
311025	327860
311186	186692
311399	311399
311404	311404
311802	311802
312102	763733
312402	1140802
312453	312453
312481	367522
312486	312486
312487	675804
312520	312520
312527	312527
312592	295824
312597	312597
312665	312665
312668	4392847
312703	4304087
312719	312719
312833	312833
312978	312978
312981	312981
312984	312984
312986	312986
313009	354652
313122	313122
313150	313150
313217	818819
313427	313427
313471	2971192
313743	313743
313816	313816
313830	313830
313833	313833
313926	313926
31402	3195989
314128	811516
314203	4299497
314206	314206
314251	314251
314284	314284
314357	970425
314477	314477
314789	651077
314793	314793
315006	2423305
315083	1050284
315439	315439
315631	339544
315982	315982
315986	541612
315987	334468
316167	356011
316185	318405
316315	741384
316482	314474
316489	4473788
316663	316663
316797	316797
316964	316964
317166	819976
317250	347412
317252	2639475
317286	317286
317724	317724
317737	4380154
317787	138178
317892	317892
317973	317973
317979	317979
318338	318338
318504	316257
318580	318580
318583	318583
318586	318586
318649	318649
318714	318714
318920	726414
318951	318951
318954	265260
319033	137916
319038	319038
319153	319153
319430	308249
319438	319438
319505	319505
319506	319506
319509	319509
319540	352531
319681	319681
319928	542823
319990	3327947
319996	319996
32002	32002
320055	320055
320066	320066
320213	310919
320243	342288
320249	320249
320455	4296075
320457	13069
320692	961045
320742	320742
320791	342691
320800	329405
320871	1142268
320922	320922
321040	321040
321095	849306
321161	196770
321337	762699
321446	321446
321448	4303799
321503	321503
321505	1108142
321601	321601
321874	291426
321878	172411
321950	321950
322018	15062
322045	332293
322059	322059
322090	322090
322094	322094
322360	322360
322505	322505
322506	322506
322588	322588
322589	936752
322848	322848
322956	45610
323057	323057
323064	1730642
323069	2772794
323263	323263
323269	323269
323292	323292
323463	323463
323551	166838
323607	79974
323748	668527
323989	4424822
324200	336477
32422	32422
324234	352777
324346	63800
324539	348675
324544	324544
324644	1108470
324647	271378
324678	4334725
324784	311120
324786	324786
324820	324820
325181	325181
325188	4348892
325246	325246
325248	838297
325277	325277
325319	325319
325329	325329
325489	325489
325545	206186
325633	325633
325735	325735
325738	320322
325922	1136009
325972	277713
325973	325973
325977	325977
326035	326035
326333	326333
326444	326444
326446	535470
326517	326517
326599	326599
326628	338213
326656	4302753
326705	1110491
326785	326785
326977	652696
326991	326991
326996	2772794
327070	382140
327084	327084
327240	311466
327246	264996
327290	327290
327291	183030
327296	327296
327439	327439
327583	327583
327622	327622
327784	142646
327786	4372735
327808	327808
327889	327889
327900	327900
328258	4470216
32841	1136697
328531	328531
328532	308419
328536	328536
328750	352777
328822	328822
328878	314126
328946	328946
329032	329032
329035	329035
329127	329127
329326	587505
329371	216279
329544	891898
329633	580957
32988	4319933
330208	330208
330252	330252
330352	330352
330503	4371451
330657	83629
330658	330658
3307	3307
330721	330721
330873	330873
331020	331020
331129	331129
331150	331150
331317	331317
331394	255170
331646	4482561
331647	331647
33176	252144
331980	331980
332073	202772
332077	520657
332164	4445574
332355	332355
332383	332383
332438	332438
332452	332452
332464	530479
332604	309029
332655	332655
332813	332813
332814	320972
33286	4194975
33289	4446416
333113	348130
333115	2153390
333219	276172
333266	324875
333269	276208
333407	333407
33376	976533
333951	333951
333958	2922076
334140	334140
334143	334143
334226	689024
334722	664636
334773	334773
335025	2534
33515	4458861
335572	337470
335682	3016147
33594	567951
33595	33595
335952	335952
336015	1902400
336069	336069
336200	660708
336201	518694
336397	336397
336455	336455
336513	336513
336638	336638
336977	336977
337068	337068
337278	337278
337360	343612
337495	337495
337753	802586
337756	332587
338150	149163
33829	1136392
339472	339472
339560	339560
339650	4093636
339656	339656
340160	539334
340210	340210
340216	340216
340557	2729797
340951	340951
340992	340992
340995	340995
341204	341204
341374	584954
341591	341591
341595	591305
341693	317501
341698	341698
341843	341843
342245	342245
342392	203713
342571	342571
342684	349297
342685	342685
342688	4450759
342689	4412853
342726	809744
342774	342774
342839	322595
342865	33872
342977	342977
342978	342978
343045	4325935
343091	343091
343097	809140
343365	343365
343422	343422
343424	4406393
343453	343453
343580	343580
344186	564596
344230	344230
344235	1701
344260	344260
344331	344331
344337	344337
344489	344489
344621	344621
344805	344805
344807	344807
344812	69274
34507	34507
345156	345156
345783	4374432
345936	317389
346253	346253
346472	304823
346478	346478
346479	561677
346647	350763
346819	113237
346840	4313073
346845	346845
347006	1147856
347121	785501
347232	255098
347415	226487
347653	347653
347704	347704
347911	347911
34798	548679
348170	348170
34823	319798
348328	348328
348720	348720
348724	271272
348830	759013
348861	3855886
348863	348863
348866	348866
349092	349092
349140	349140
349307	349307
349490	349490
349592	101954
349600	349600
349801	349801
34981	34981
35028	165105
350447	350447
350591	324205
350595	350595
350596	350596
350673	139615
350862	350862
350865	350865
350893	830978
350910	350910
351148	351148
351351	351351
351352	351352
351498	351498
351644	273429
351877	323974
351935	519836
352091	662852
352115	335567
352119	1730876
35227	111088
352304	352304
352486	352486
352770	822602
352812	352812
35306	688831
353402	353402
353409	313153
353483	353483
353551	353551
353618	382902
353655	353655
353774	353774
353775	353775
353812	353812
353947	353947
354158	354158
354184	354184
354185	354185
354403	354403
354483	354483
354693	354693
354695	354695
354713	553058
3550	3550
35504	35504
355178	341713
355255	216599
355286	569893
3556	3115292
355683	355683
355688	563202
355910	355910
356132	351627
356387	356387
356610	356610
356711	356711
356874	3393186
357365	191792
357447	364818
357591	4305923
357961	4339144
358042	358042
358280	358280
358312	214450
35834	3796804
358442	364109
358447	2951780
358493	358493
358510	815343
358564	813725
358594	358594
358650	690103
358762	366716
35881	44254
358858	358858
359190	359190
359454	329490
359787	364109
359792	814079
360101	1126194
360892	4428164
360893	886728
360943	3498470
361100	361100
361107	554483
361186	361186
361496	359538
361764	361764
361809	368264
362018	219226
362168	552508
362169	1106254
362235	4433317
362382	144057
362383	4396877
362415	362415
362514	367456
362540	362540
362561	362561
362681	745642
362966	951659
363062	363062
363159	360635
363400	363400
363731	363731
363767	190956
364085	364085
364163	364163
364646	364646
364765	364765
365160	358944
365288	1119668
365415	365415
365602	279107
365688	365688
365967	365967
366143	366143
366238	366238
366401	403258
366611	366611
366612	170462
366851	366851
366859	366859
367055	182668
367060	954992
367189	367189
367269	366937
367433	367433
367606	367606
367814	367814
367815	367815
36812	36812
368137	4346675
368252	4413539
368350	363507
36837	36837
368422	169897
368930	551223
369412	312645
369416	369416
369490	369490
3696	3696
369685	195714
3697	3697
370090	370090
370199	367350
370425	370425
37119	37119
371282	371282
37332	37332
37339	4464567
373545	373545
373870	423264
37420	4354311
374206	169294
37423	37423
374510	963606
37497	37497
37498	37498
375076	438304
375136	1109607
376387	702999
376634	376634
377385	291823
377426	377426
377756	377756
377900	466409
37803	37803
378053	668790
379145	4330661
380753	4402042
38102	4395697
38211	38211
38217	770475
38316	38316
38344	38344
383659	383659
385147	449245
385423	385423
38561	38561
38566	38566
386222	446135
38634	159038
386689	103288
38687	38687
388347	4386788
389566	389566
389987	886061
391129	834138
391286	391286
39184	2407
39185	4372529
3922	3922
392352	279534
393399	247715
39505	39505
395698	1069213
396217	462939
397065	397065
397363	397363
398017	398017
39819	710275
398255	398255
399640	399640
39995	575236
400879	373449
401088	704264
401635	4331731
402252	402252
40230	40230
40387	40387
405751	848412
406517	428953
407007	462727
40818	42752
410399	4334879
410688	410688
410908	410908
41130	40609
41135	41135
411589	411589
411622	911516
412034	169428
412424	412424
41301	49674
4131	219158
41385	820914
41514	41514
41628	41628
416643	416643
416992	461851
417366	417366
418226	538872
41872	65496
41951	41951
419579	419579
419583	419583
419632	419632
420373	167078
421635	421635
42325	255657
423737	226659
423769	414089
424534	424534
426016	254696
426444	1057116
42740	730661
428663	974499
43051	43051
431182	761504
43159	43159
431689	813980
432782	423830
4349	4335
436138	440840
43696	571136
437088	874539
437135	173132
437506	167338
43783	55917
439353	902489
43950	43950
440418	562054
440684	161993
441329	173773
441454	849030
441506	509967
44224	44224
44265	44265
44279	574020
442850	442850
446480	1138326
447014	744580
44741	44741
447694	390633
44941	44941
45178	45178
452924	452924
45296	45296
452998	452998
453710	4357315
453796	453796
455926	1753086
45637	736735
45661	45661
457168	235017
457356	419245
45775	45775
45777	277231
45857	722895
458762	4480432
4588	114130
458831	233313
45967	45967
46167	1132808
4617	285061
46393	741010
46398	46398
4640	4640
4641	4632
4647	544008
465757	379505
465948	465948
466445	466445
467626	467626
469382	469382
469709	3472078
469888	185059
469918	755474
469991	13986
470188	521250
470213	4458475
470219	365670
470392	184570
470451	4456091
470688	851811
470805	851704
470807	1940
471180	471180
471182	728069
471183	242647
471225	3237
471451	4294646
4752	4752
4762	4762
47916	278565
47990	47990
48207	4326870
48284	48284
484296	251702
48518	790312
48785	4482366
49088	49088
49272	164521
49276	21464
49277	4472772
49295	167511
493391	493391
49369	49369
49531	839270
49536	4347860
49824	22659
49877	49877
499875	499875
50096	50096
501793	501793
501795	501795
50448	4447992
508778	508778
508793	512199
509346	509346
509610	509610
509617	509617
509900	585360
509907	813107
509916	509916
509956	509956
510182	510182
510188	510188
510233	510233
510265	510265
510433	4353898
510574	510574
510580	510580
510667	272955
510686	510686
510745	207157
510921	510921
510924	282872
510976	510976
511006	511006
511009	2066056
511324	511324
511371	511371
511480	511480
511521	511521
511523	511523
511551	511551
511554	511554
511558	986448
511643	197398
511646	511646
511714	587725
511720	814953
511857	4432628
511905	511905
512034	512034
512041	226395
512048	512048
512197	512197
512530	2034540
512535	583572
512539	512539
512567	678183
512682	512682
512683	47100
512791	512791
512846	512846
512939	833957
513084	753245
513165	513165
513254	1108830
513368	2879910
513402	4449456
513694	3706434
513742	513742
513760	513760
513763	147104
513834	513834
513869	513869
513982	540202
514080	514080
514085	514085
514200	814501
514203	514203
514212	524239
514398	529761
514782	514782
51486	28089
514985	514985
515116	288343
515118	515118
515191	527512
51535	4453773
515598	515598
515707	515707
515709	515709
515753	4412873
515811	4321742
516020	516020
516022	516022
516137	509412
516270	516270
5163	5162
516410	516410
516411	83206
516494	516494
517030	517030
517031	517031
517044	517044
517065	517065
517269	517269
517456	1148212
517458	517458
517763	4392849
517764	517764
518060	518060
518194	67774
518198	518198
518401	4358870
518407	518407
518471	518471
518493	275319
518552	518552
518730	518730
518809	518809
519283	10418
519567	519568
519730	514282
519755	62339
520144	520144
520149	520139
520462	520462
520492	144732
52052	52052
52053	52053
520917	515590
520918	520918
520966	520966
521001	4003061
521135	521135
521136	1106707
521253	576712
521275	521275
521367	521367
521433	527429
521453	521453
522040	522040
522238	2753167
523571	523571
523577	523577
523792	523792
523807	827709
524197	757998
524199	3653755
524229	524229
524824	524824
524986	549891
525169	3430935
525501	525501
52561	781515
52562	4411596
525635	531659
525666	525666
525836	525836
525905	522138
525955	525955
526316	526316
526392	3506242
526431	526431
526439	2001897
526465	530591
526490	526490
526582	527408
526583	526583
526665	526665
526776	4479762
52699	4409662
527277	519054
527421	532377
527425	527425
528107	518042
528333	367879
528336	528336
528401	509412
528596	528596
528855	528855
529264	529264
529793	529793
529810	529810
529819	529819
529843	4296486
530612	530612
530619	530619
530692	530692
531181	3030226
531452	531452
531483	4368776
531515	531515
531519	521642
531589	531589
531775	523680
531776	531776
531981	68333
532491	527425
532631	532631
532634	532634
532714	532714
532766	536793
532925	613022
533011	829373
533015	594219
533019	533019
533240	241392
533316	4480048
533424	831808
533587	821468
533602	517412
533603	4425807
533744	533744
533803	3026774
533951	533951
534228	4422872
534321	534321
534352	775313
534467	4387019
534744	858813
534914	534914
534993	1146390
535141	535141
53533	53533
535350	557032
535477	4338644
535561	535561
535685	535685
536123	4384987
536176	536176
536207	536207
536233	549595
536325	1128380
536599	536599
536629	4367527
536652	295554
536849	535603
536916	536916
536917	536917
536919	851668
537008	537008
537070	537070
537190	537190
537262	537262
537833	537833
537927	537927
538121	4392866
538178	538178
538459	538459
538728	538728
538729	4401025
539027	539027
539098	539098
539124	539124
539125	4412394
539227	1829563
539328	539328
539329	539329
539412	539412
539447	539447
539572	539572
539587	593720
539803	4354866
539884	539884
539886	539886
539961	539961
540017	582049
540043	540043
540190	540190
540230	354494
540288	540288
540496	540496
540520	806063
540687	732837
540833	1105149
540867	540867
540877	528443
540933	12220
540938	586031
540946	540946
540949	540949
541059	541059
541232	541232
541294	655287
541325	812461
541327	541327
541328	541328
541520	222645
541524	629456
541573	763063
541727	3867975
542003	542003
542030	542030
542039	542039
542085	682590
542121	542121
542179	542179
542445	542445
542702	251381
542707	542707
542752	542752
542754	542754
542890	533742
542891	752778
542969	709077
543071	543071
543271	543271
543541	543541
543549	274091
543740	543740
543839	543839
543923	543923
544009	657491
544076	544076
544225	529067
544271	923789
544385	647334
544410	1120835
544411	103733
544412	544412
544493	544493
544495	549866
544559	544559
544723	660049
544801	4316066
544803	544803
544809	4301285
544882	4342207
544883	544883
544935	2794420
545359	4298224
545380	545380
545473	545473
545476	545476
545533	545533
545566	899734
545587	693092
545811	545811
545813	4404068
545917	589233
545963	272980
545996	545996
546020	350165
546023	4307029
546025	587252
546052	4363553
546107	546107
546305	546305
546434	546434
546436	279534
546437	81992
546529	344641
546690	546690
546694	546694
546717	693191
546798	565660
546802	546802
546805	546805
547221	4142052
547407	338836
547431	547431
547601	547601
547632	783338
547720	581230
547724	4450089
547824	547824
547826	547826
547828	758418
547896	4399527
548007	548007
548050	548050
548051	584563
548160	619348
548161	548161
548216	576221
54828	54828
548585	548585
548694	548694
548699	548699
548723	548723
548838	118269
548839	633329
548862	548862
549041	4328762
549048	549048
549113	549113
549127	564487
549531	549531
549687	549687
549688	566810
549739	189028
549748	549748
549867	549867
549968	102537
550105	573070
550108	579073
550215	331589
550218	550218
550397	733664
550530	550530
550690	550690
550695	4365165
550761	550761
550796	625911
550960	550960
551093	551093
551095	679365
551137	725160
551191	551191
551260	551260
551366	984895
551369	551369
551472	551472
551562	551562
551605	4380227
551607	551607
551837	583945
551992	626559
552001	4229064
552003	552003
552008	552008
552030	552030
552050	806689
552055	712831
552155	589903
552338	552338
552622	343167
552824	552824
552873	3524835
552935	552935
553285	575708
553328	553328
553358	606670
553528	4441050
55354	55354
553681	548718
553831	553831
553983	513221
554170	536258
554176	554176
554177	554177
554186	4442627
554201	72155
554203	554203
554230	119659
554238	554238
554284	4305857
554288	721267
554326	240661
554328	554328
554330	554330
554372	554372
554377	554377
554511	585880
554517	554517
554647	4323100
554680	623920
554710	554710
554718	554718
554768	4436985
554904	554904
55504	730661
555059	555059
555163	555163
55534	55534
555343	555343
555348	555348
555508	561472
555635	555635
555855	750601
555856	304068
556028	556028
556189	556189
556214	556214
556217	556217
556357	556357
556383	556383
556385	556385
556388	556388
556389	556389
556462	569017
556480	556480
556593	1105593
556604	556604
556650	147076
556657	556657
556875	556875
556912	1812612
556915	556915
556962	2753727
556990	556990
556998	556998
557051	557051
557083	557083
557238	557238
557343	1117992
557370	557370
557691	545536
557739	3697600
557763	558888
557769	557769
557968	548453
55809	62733
558118	983373
558119	838448
558226	536979
558229	558229
558274	574839
558276	558276
558427	4379417
558428	558428
558514	658597
558595	558595
558597	558597
558598	558598
558722	810524
558725	4421456
558752	558752
558845	558845
558961	558961
559177	559177
559322	559322
559379	559379
559468	794237
559632	559632
559642	539012
559646	559646
559649	559649
559836	536238
560064	560064
560165	560165
560172	560172
560235	560235
560236	560236
560752	560752
560753	560753
560811	560811
560815	1977254
560816	202834
560895	560895
560943	815255
561026	257980
561093	561093
561097	561097
561275	4276833
561386	4372094
561594	4316566
561608	561608
561636	561636
561725	260794
561841	544426
