Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
Northern.peatlands.686754	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000043	wetland	ENVO:00000874	Tundra biome	ENVO:00001998	soil
Tar.sand.2.686750	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00002875	oil contaminated soil	ENVO:00001998	soil
Temperate.deciduous.forest.686751	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00002261	forest soil	ENVO:00001998	soil
NZFACE.R5.Ryegrass.604741	New Zealand Free Air Carbon dioxide Enrichment, AgResearch, soil	QDB_0659	ENVO:00003082	enriched soil	0.2376239454	1	0.002069321	ENVO:00001998	ENVO:00000446	terrestrial biome	ENVO:00001998	soil	ENVO:00000266	pasture
M14.533974	Intertidal microbes 16s for 2009 and 2024, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
C1.533959	Intertidal microbes 16s for 2009 and 2055, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M18.533964	Intertidal microbes 16s for 2009 and 2028, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M12.533968	Intertidal microbes 16s for 2009 and 2022, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M17.533963	Intertidal microbes 16s for 2009 and 2027, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M11.533989	Intertidal microbes 16s for 2009 and 2021, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
C2.533995	Intertidal microbes 16s for 2009 and 2056, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M16.533966	Intertidal microbes 16s for 2009 and 2026, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M13.533970	Intertidal microbes 16s for 2009 and 2023, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M15.533977	Intertidal microbes 16s for 2009 and 2025, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021895	6	0.3656838972	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm		
M34.533967	Intertidal microbes 16s for 2009 and 2044, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	5	0.2001811416	ENVO:01000155	ENVO:01000155	organic material	ENVO:00002032	organism-associated habitat		
M32.533975	Intertidal microbes 16s for 2009 and 2042, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	5	0.2001811416	ENVO:01000155	ENVO:01000155	organic material	ENVO:00002032	organism-associated habitat		
M33.533976	Intertidal microbes 16s for 2009 and 2043, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	5	0.2001811416	ENVO:01000155	ENVO:01000155	organic material	ENVO:00002032	organism-associated habitat		
M10.533956	Intertidal microbes 16s for 2009 and 2020, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M38.533987	Intertidal microbes 16s for 2009 and 2048, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M29.533955	Intertidal microbes 16s for 2009 and 2039, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M36.533972	Intertidal microbes 16s for 2009 and 2046, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M9.533957	Intertidal microbes 16s for 2009 and 2019, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M41.533984	Intertidal microbes 16s for 2009 and 2051, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M22.533954	Intertidal microbes 16s for 2009 and 2032, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M30.533965	Intertidal microbes 16s for 2009 and 2040, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M25.533992	Intertidal microbes 16s for 2009 and 2035, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M35.533969	Intertidal microbes 16s for 2009 and 2045, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M44.533951	Intertidal microbes 16s for 2009 and 2054, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M39.533953	Intertidal microbes 16s for 2009 and 2049, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M42.533985	Intertidal microbes 16s for 2009 and 2052, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M43.533980	Intertidal microbes 16s for 2009 and 2053, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M20.533986	Intertidal microbes 16s for 2009 and 2030, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M21.533958	Intertidal microbes 16s for 2009 and 2031, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M27.533971	Intertidal microbes 16s for 2009 and 2037, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M3.533973	Intertidal microbes 16s for 2009 and 2012, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M24.533997	Intertidal microbes 16s for 2009 and 2034, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M23.533996	Intertidal microbes 16s for 2009 and 2033, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M26.533978	Intertidal microbes 16s for 2009 and 2036, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M37.533988	Intertidal microbes 16s for 2009 and 2047, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M31.533961	Intertidal microbes 16s for 2009 and 2041, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M28.533994	Intertidal microbes 16s for 2009 and 2038, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M8.533991	Intertidal microbes 16s for 2009 and 2018, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M40.533979	Intertidal microbes 16s for 2009 and 2050, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00001995	rock
M6.533983	Intertidal microbes 16s for 2009 and 2016, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M7.533981	Intertidal microbes 16s for 2009 and 2017, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	3	0.034209793	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
M1.533993	Intertidal microbes 16s for 2009 and 2010, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	0	0.0006048784	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
M5b.533952	Intertidal microbes 16s for 2009 and 2015, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	0	0.0006048784	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
M5a.533960	Intertidal microbes 16s for 2009 and 2014, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	0	0.0006048784	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
M4.533962	Intertidal microbes 16s for 2009 and 2013, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	0	0.0006048784	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
M2.533982	Intertidal microbes 16s for 2009 and 2011, marine	QDB_0662	ENVO:00000090	coastal plain	0.2936835411	0	0.0006048784	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
21.603101	Co habiting amphibian species harbor unique skin bacterial communities in wild populations, frog organismal	QDB_0668	ENVO:00000463	harbor	0.0783332847	4	0.0908687678	ENVO:00000033	ENVO:02000040	mucus	ENVO:00000882	Montane grasslands and shrubland biome	ENVO:00000033	pond
TL11.22.747113	Diversity of carbonate deposits and basement rocks in continental and marine serpentinite seeps., biofilm	QDB_0713	ID:0000112	marine electroactive biofilm	0.186847133	5	0.2001811416	ENVO:00002022	ENVO:00003982	travertine	ENVO:00000882	Montane grasslands and shrubland biome	ENVO:00002022	alkaline habitat
soil1.0.1g.T7U5.536354	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651643	5	0.2001811416	ENVO:00000446	ENVO:00000446	terrestrial biome	ENVO:00001998	soil		
fecal.T0.U3.536284	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651643	4	0.0908687678	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00002003	feces	ENVO:00009002	mammalia-associated habitat
Ab.liq.T2.S3.536282	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651643	4	0.0908687678	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00009002	mammalia-associated habitat	ENVO:02000019	bodily fluid
outsidemouthT7.U3.536225	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651643	4	0.0908687678	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00009002	mammalia-associated habitat	ENVO:02000037	sebum
insidemouth.T0.reswab.U5.536514	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651643	4	0.0908687678	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:02000036	saliva	ENVO:00009002	mammalia-associated habitat
5579L.478406	The antibacterial lectin RegIII  promotes the spatial segregation of microbiota and host in the intestine, mouse gut microbiome	QDB_0742	ID:0000000	animal microbiome	0.0913159396	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
SC.C.T3C.414525	Microcosms constructed at Brazilian Antarctic Station Comandante Ferraz using diesel-oil contaminated soil (15 days treatment), soil	QDB_0776	ENVO:00002116	contaminated soil	0.1539595232	1	0.002069321	ENVO:00001998	ENVO:00002875	oil contaminated soil	ENVO:00001998	soil	ENVO:00000894	Polar biome
Ant.Solo.N.cont.C.414529	control soil, soil	QDB_0776	ENVO:00001998	soil	0.5409614273	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:02000059	surface soil	ENVO:00000894	Polar biome
903.Si.8.345483	MyD88-dependent signaling modulates virus susceptibility and gut microbial ecology, mouse gut	QDB_0802	ENVO:01000007	microbial feature	0.1339744931	4	0.0908687678	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
F6T2FMP1.347535	The impact of a consortium of fermented milk strains on the human gut microbiome: a study involving monozygotic twins and gnotobiotic mice, human gut	QDB_0803	ID:0000000	animal microbiome	0.087539508	3	0.034209793	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
pH.5.5.year.2006.661459	Effect of soil pH on soil metagenome, soil	QDB_0805	ENVO:00001998	soil	0.2207778934	0	0.0006048784	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00001998	soil	ENVO:00005749	farm soil
AK.19.12a.414608	EMP pilot, soil metagenome and 16S, soil	QDB_0808	ENVO:00001998	soil	0.1969134464	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00000875	Temperate coniferous forest biome	ENVO:00000109	woodland
HI.20.11a.414621	EMP pilot, soil metagenome and 16S, soil	QDB_0808	ENVO:00001998	soil	0.1969134464	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00000111	forest	ENVO:00000879	Tropical and subtropical moist broadleaf forest biome
UT.15.44.414611	EMP pilot, soil metagenome and 16S, soil	QDB_0808	ENVO:00001998	soil	0.1969134464	0	0.0006048784	ENVO:00001998	ENVO:00000106	grassland	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil
FL.3.14a.414607	EMP pilot, soil metagenome and 16S, soil	QDB_0808	ENVO:00001998	soil	0.1969134464	0	0.0006048784	ENVO:00001998	ENVO:00005806	Tropical and subtropical coniferous forest biome	ENVO:00000111	forest	ENVO:00001998	soil
PLRP12.60.589051	Pavilion Lake Research Project, 60	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP9.146.589056	Pavilion Lake Research Project, 146	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP21.150.589044	Pavilion Lake Research Project, 150	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP8.41.589045	Pavilion Lake Research Project, 41	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP5.55.589039	Pavilion Lake Research Project, 55	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP4.35.589055	Pavilion Lake Research Project, 35	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP18.10.589048	Pavilion Lake Research Project, 10	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP1.50.589050	Pavilion Lake Research Project, 50	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP2.42.589043	Pavilion Lake Research Project, 42	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP20.106.589042	Pavilion Lake Research Project, 106	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP3.85.589053	Pavilion Lake Research Project, 85	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP7.40.589058	Pavilion Lake Research Project, 40	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP6.70.589057	Pavilion Lake Research Project, 70	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock		
PLRP17.mat.589047	Pavilion Lake Research Project, 10	QDB_0809	ENVO:00000020	lake	0.249473471	1	0.002069321	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00002157	stromatolite mat	ENVO:01000008	microbial mat
CFS6.349239	The effects of soil bacterial community structure on decomposition in a tropical rain forest, soil	QDB_0816	ENVO:00000109	woodland	0.34819991	4	0.0908687678	ENVO:00001998	ENVO:00001998	soil	ENVO:00005778	tropical soil		
JJ.743749	Environmental metagenomic interrogation of Thar desert microbial communities, soil	QDB_0829	ENVO:01000007	microbial feature	0.135299563	5	0.2001811416	ENVO:00001998	ENVO:00001998	soil	ENVO:00000172	sandy desert	ENVO:00002998	Warm deserts and semideserts
H10.4.jul09.823533	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.1287055807	5	0.2001811416	ENVO:00000026	ENVO:00002019	brackish water	ENVO:00000873	freshwater biome	ENVO:00000026	well
H4.mar09.823540	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.1287055807	5	0.2001811416	ENVO:00000026	ENVO:00002011	fresh water	ENVO:00000873	freshwater biome	ENVO:00000026	well
XS.dec08.823529	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater sediment	QDB_0861	ENVO:00000195	sinkhole	0.1166522831	0	0.0006048784	ENVO:00000195	ENVO:00000195	sinkhole	ENVO:00002010	saline water	ENVO:00000873	freshwater biome
X10.mar09.823534	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.1287055807	0	0.0006048784	ENVO:00000195	ENVO:00000195	sinkhole	ENVO:00002011	fresh water	ENVO:00000873	freshwater biome
C18.jul09.823523	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.1287055807	0	0.0006048784	ENVO:00000195	ENVO:00000195	sinkhole	ENVO:00002010	saline water	ENVO:00000873	freshwater biome
C15.dec08.823543	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.1287055807	0	0.0006048784	ENVO:00000195	ENVO:00000195	sinkhole	ENVO:00002019	brackish water	ENVO:00000873	freshwater biome
I1.631407	EnglishChannel10MillionDec2007, marine	QDB_0866	ENVO:00000362	marine park	0.5241423525	6	0.3656838972	ENVO:00000396	ENVO:00002010	saline water	ENVO:00001999	marine water body	ENVO:00000396	marine channel
mf1207.633370	Pregnant women sampled in 1st and 3rd trimesters, their children and a germ free mouse exp., human gut	QDB_0867	ENVO:00000005	first-order administrative region	0.0844974273	8	0.7082926295	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
2566.ceca.633378	Pregnant women sampled in 1st and 3rd trimesters, their children and a germ free mouse exp., mouse gut	QDB_0867	ENVO:00000005	first-order administrative region	0.0886369756	8	0.7082926295	ENVO:00006776	ENVO:01000155	organic material	ENVO:00006776	animal-associated habitat		
2557.1w.f.632931	Pregnant women sampled in 1st and 3rd trimesters, their children and a germ free mouse exp., mouse gut	QDB_0867	ENVO:00000005	first-order administrative region	0.0886369756	8	0.7082926295	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
3rd.tri.ino.632516	Pregnant women sampled in 1st and 3rd trimesters, their children and a germ free mouse exp., human gut	QDB_0867	ENVO:00000005	first-order administrative region	0.0844974273	8	0.7082926295	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Puhimau.mat.3.677927	Kilauea geothermal soils and biofilms, Hawaii Volcanoes National Park	QDB_0895	ENVO:00000367	national park	0.1719917769	7	0.5493251367	ENVO:00000373	ENVO:00000446	terrestrial biome	ENVO:00000373	geothermal field	ENVO:00002034	biofilm
Puhimau.soil.1.677926	Kilauea geothermal soils and biofilms, Hawaii Volcanoes National Park	QDB_0895	ENVO:00000367	national park	0.1719917769	6	0.3656838972	ENVO:00001998	ENVO:00000446	terrestrial biome	ENVO:00001998	soil	ENVO:00000373	geothermal field
MCDD.49.478601	Progression of NAFLD is driven by inflammasome-mediated dysbiosis, mouse gut	QDB_0909	ID:0000002	gut	0.1341579851	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
waterfilter.IE.50.609528	spatial series of transects through gradients in Yellowstone, water filter	QDB_0925	ENVO:00003968	air filter	0.122487802	8	0.7082926295	ENVO:00002011	ENVO:00002030	aquatic biome	ENVO:00002011	fresh water	ENVO:00000051	hot spring
IN2y.609501	spatial series of transects through gradients in Yellowstone, microbial mat	QDB_0925	ENVO:01000008	microbial mat	0.2972576095	5	0.2001811416	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BisonFeces3.609521	spatial series of transects through gradients in Yellowstone, bison feces	QDB_0925	ENVO:00002003	feces	0.1638557701	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
SG4x.609406	spatial series of transects through gradients in Yellowstone, microbial mat	QDB_0925	ENVO:01000008	microbial mat	0.2972576095	0	0.0006048784	ENVO:01000008	ENVO:00002030	aquatic biome	ENVO:00000051	hot spring	ENVO:01000008	microbial mat
3340.385115	Seasonal affects on hibernating ground squirrel cecal microbiota, thirteen lined ground squirrel gut	QDB_0926	ID:0000005	cecum	0.1188832045	2	0.011831079	ENVO:00006776	ENVO:01000155	organic material	ENVO:00006776	animal-associated habitat		
F32b.385230	Examining the global distribution of dominant archaeal populations in soil, soil	QDB_0928	ENVO:00001998	soil	0.1322719476	0	0.0006048784	ENVO:00001998	ENVO:00002009	terrestrial habitat	ENVO:00000446	terrestrial biome	ENVO:00001998	soil
EB007.386040	Bacterial communities associated with the lichen symbiosis, bacteria in lichen thalli	QDB_0929	ENVO:00005757	bacteria enriched soil	0.1235934567	4	0.0908687678	ENVO:00001995	ENVO:00000886	endolithic habitat	ENVO:00001995	rock	ENVO:01000155	organic material
O.15.683036	Obese saliva, human oral	QDB_0958	ENVO:02000036	saliva	0.288279984	0	0.0006048784	ENVO:02000036	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
N.12.683008	Normal saliva, human oral	QDB_0958	ENVO:02000036	saliva	0.3138522598	0	0.0006048784	ENVO:02000036	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
IPB011.Colonoscopy.stool.396932	Characterization of Bacteria in Biopsies of Colon and Stools by High Throughput Sequencing of the V2 Region of Bacterial 16S rRNA Gene in Human, human gut	QDB_0966	ID:0000050	tissue sample from biopsy	0.0814949149	4	0.0908687678	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
IPB012.Rectum.396922	Characterization of Bacteria in Biopsies of Colon and Stools by High Throughput Sequencing of the V2 Region of Bacterial 16S rRNA Gene in Human, human gut	QDB_0966	ID:0000050	tissue sample from biopsy	0.0814949149	2	0.011831079	ENVO:01000155	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
uP8.386773	Improved detection of bifidobacteria with optimised 16S rRNA gene based pyrosequencing, human gut	QDB_0967	ID:0000002	gut	0.0993550356	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
SKM3.640197	Cannabis Soil Microbiome, soil	QDB_1001	ID:0000000	animal microbiome	0.3053586161	3	0.034209793	ENVO:00009001	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00009001	plant-associated habitat
SKB8.640193	Cannabis Soil Microbiome, root	QDB_1001	ID:0000000	animal microbiome	0.2537618135	3	0.034209793	ENVO:00009001	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00009001	plant-associated habitat
SKM6.640187	Cannabis Soil Microbiome, rhizosphere	QDB_1001	ENVO:00005801	rhizosphere	0.4531435722	1	0.002069321	ENVO:00001998	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00009001	plant-associated habitat
PR.14.446139	An investigation into drought affects on microbial community composition, soil	QDB_1005	ENVO:01000007	microbial feature	0.1728728308	5	0.2001811416	ENVO:00001998	ENVO:00001998	soil	ENVO:00002993	Tropical humid forests		
